Community,Humidity,LGA,Latitude,Longitude,Month,NDVI,PopulationDensity,Rainfall,Temperature,Year,Month_Num,prevalence
Ijede,86.03319476271906,Ikorodu,6.6901,3.5408,2022-08,0.1912,1270.9117431640625,41.29403972625733,24.445513538647788,2022,8,27.444817569320648
Agura,86.03319476271906,Ikorodu,6.6756,3.5203,2022-08,0.20365,3621.723633,41.29403972625733,24.445513538647788,2022,8,28.359764667456723
Ketu,85.68115179932886,Kosofe,6.5833,3.3833,2022-08,0.0653,25533.94531,58.88166809082031,24.606074064521465,2022,8,24.25596634169125
Mile 12,85.68115179932886,Kosofe,6.5702,3.3901,2022-08,0.11635,16760.66211,58.88166809082031,24.606074064521465,2022,8,23.291288322579106
Ojodu Berger,85.68115179932886,Kosofe,6.5903,3.3705,2022-08,0.06105,22570.35742,58.88166809082031,24.606074064521465,2022,8,24.667408236639577
Magodo,85.68115179932886,Kosofe,6.6001,3.3608,2022-08,0.0611,28963.81055,48.72633171081543,24.606074064521465,2022,8,26.647057981846217
Alapere,85.68115179932886,Kosofe,6.5656,3.3954,2022-08,0.1313,17359.45313,58.88166809082031,24.606074064521465,2022,8,25.624031532744123
Idumota,85.32403376656785,Lagos Island,6.4556,3.4,2022-08,0.0554,15736.19824,41.82750940322876,24.75252693750525,2022,8,24.106370649353416
Ebute Elefun,85.32403376656785,Lagos Island,6.4503,3.4102,2022-08,0.13935,15303.74219,42.96894598007202,24.75252693750525,2022,8,24.217420164342023
Isale Eko,85.32403376656785,Lagos Island,6.4601,3.3954,2022-08,0.10535,10023.75195,41.82750940322876,24.75252693750525,2022,8,24.098448958233007
Obalende,85.02611376640715,Lagos Island,6.4456,3.4205,2022-08,0.2103,6374.598633,34.163365840911865,24.82898758,2022,8,26.364772947370014
Dolphin Estate,85.32403376656785,Lagos Island,6.4654,3.4056,2022-08,0.0183,3760.239013671875,42.96894598007202,24.75252693750525,2022,8,24.195910969821178
Yaba,85.32403376656785,Lagos Mainland,6.5167,3.3833,2022-08,0.21885,17687.57617,55.50838470458984,24.75252693750525,2022,8,27.678969942469827
Ebute Metta,85.32403376656785,Lagos Mainland,6.5002,3.3901,2022-08,0.13015,16753.43164,55.50838470458984,24.75252693750525,2022,8,24.44175776514208
Iwaya,85.32403376656785,Lagos Mainland,6.5103,3.3705,2022-08,0.24015,25421.75391,55.50838470458984,24.75252693750525,2022,8,28.23575079642571
Makoko,85.32403376656785,Lagos Mainland,6.4901,3.4008,2022-08,0.186025,7810.135742,42.96894598007202,24.75252693750525,2022,8,28.149368328663126
Otto,85.32403376656785,Lagos Mainland,6.5205,3.3603,2022-08,0.1492,27635.09375,55.50838470458984,24.75252693750525,2022,8,28.01195645
Idi Araba,84.67092119066476,Mushin,6.5333,3.3333,2022-08,0.1306,63879.60156,63.66086292266846,24.67929262550928,2022,8,22.22477352636484
Itire,84.67092119066476,Mushin,6.5202,3.3401,2022-08,0.08435,26604.125,63.66086292266846,24.67929262550928,2022,8,25.363754578792324
Ilupeju,84.67092119066476,Mushin,6.5403,3.3505,2022-08,0.1689,55856.90234,63.66086292266846,24.67929262550928,2022,8,21.609986009645137
Papa Ajao,84.67092119066476,Mushin,6.5301,3.3208,2022-08,0.1002,32508.74414,63.66086292266846,24.67929262550928,2022,8,25.255230719182734
Ladipo,84.67092119066476,Mushin,6.5105,3.3303,2022-08,0.14755,29023.78516,63.66086292266846,24.67929262550928,2022,8,27.49692075
Iba,84.92362830475737,Ojo,6.4667,3.2167,2022-08,0.2406,4076.252441,45.06037473678589,24.557791974467648,2022,8,26.502479412514734
Okokomaiko,84.92362830475737,Ojo,6.4502,3.2001,2022-08,0.14575,6108.10791,45.06037473678589,24.557791974467648,2022,8,26.822860428079164
Ajangbadi,84.92362830475737,Ojo,6.4756,3.2305,2022-08,0.423,2386.742431640625,45.06037473678589,24.557791974467648,2022,8,26.156229831413043
Ilogbo,84.92362830475737,Ojo,6.4603,3.2108,2022-08,0.1663,8872.575195,45.06037473678589,24.557791974467648,2022,8,27.559717752792547
Shibiri,84.92362830475737,Ojo,6.4801,3.2254,2022-08,0.4458,2386.742431640625,45.06037473678589,24.557791974467648,2022,8,25.079021299809128
Isolo,84.67092119066476,Oshodi-Isolo,6.5333,3.3167,2022-08,0.10925,22774.2832,63.66086292266846,24.67929262550928,2022,8,25.47107531827881
Ejigbo,85.48068292251475,Oshodi-Isolo,6.5502,3.3101,2022-08,0.1448,13347.73047,59.10741233825684,24.508105419528192,2022,8,26.381445118667052
Okota,84.67092119066476,Oshodi-Isolo,6.5203,3.3205,2022-08,0.16085,24174.91211,63.66086292266846,24.67929262550928,2022,8,27.526701452454404
Mafoluku,84.67092119066476,Oshodi-Isolo,6.5401,3.3308,2022-08,0.07325,40985.85938,63.66086292266846,24.67929262550928,2022,8,26.09118973449604
Ajao Estate,84.67092119066476,Oshodi-Isolo,6.5305,3.3003,2022-08,0.11705,20912.54492,56.28779649734497,24.67929262550928,2022,8,25.572351001708974
Bariga,85.32403376656785,Shomolu,6.5333,3.3833,2022-08,0.1225,30146.36328,55.50838470458984,24.75252693750525,2022,8,23.602111471550863
Gbagada,85.32403376656785,Shomolu,6.5202,3.3901,2022-08,0.2075,17687.57617,55.50838470458984,24.75252693750525,2022,8,26.83715920345907
Abule Ijesha,85.32403376656785,Shomolu,6.5403,3.3705,2022-08,0.13705,37081.16797,55.50838470458984,24.75252693750525,2022,8,24.051666012218096
Pedro,85.32403376656785,Shomolu,6.5101,3.3808,2022-08,0.1855,23206.38086,55.50838470458984,24.75252693750525,2022,8,26.794557228467085
Onipanu,85.32403376656785,Shomolu,6.5305,3.3603,2022-08,0.14005,27363.66016,55.50838470458984,24.75252693750525,2022,8,26.006660660897374
Aguda,84.67092119066476,Surulere,6.5,3.35,2022-08,0.08775,24683.78125,63.66086292266846,24.67929262550928,2022,8,24.18254917326436
Ijesha,84.67092119066476,Surulere,6.5102,3.3401,2022-08,0.12975,26774.75977,63.66086292266846,24.67929262550928,2022,8,24.700752910683615
Coker,85.32403376656785,Surulere,6.4903,3.3605,2022-08,0.15905,23246.90234,41.82750940322876,24.75252693750525,2022,8,25.571949724828137
Itire-Ikate,84.67092119066476,Surulere,6.5201,3.3308,2022-08,0.1546,21109.36523,63.66086292266846,24.67929262550928,2022,8,28.086189904065407
Obele,85.32403376656785,Surulere,6.5005,3.3703,2022-08,0.25505,19471.44141,55.50838470458984,24.75252693750525,2022,8,25.85130920838362
Orile Agege,88.70164755498101,Agege,6.6225,3.3105,2022-09,0.0851,27114.00586,144.15384101867676,24.80905823177773,2022,9,26.38915565341804
Dopemu,88.70164755498101,Agege,6.6167,3.3142,2022-09,0.06915,27114.00586,144.15384101867676,24.80905823177773,2022,9,26.606599961109904
Onipetesi,88.70164755498101,Agege,6.6278,3.3068,2022-09,0.1036,44994.89063,144.15384101867676,24.80905823177773,2022,9,23.750587086427867
Isale Odo,88.70164755498101,Agege,6.6189,3.3201,2022-09,0.0426,31679.82422,144.15384101867676,24.80905823177773,2022,9,25.146871434014432
Mangoro,88.70164755498101,Agege,6.6302,3.3165,2022-09,0.0452,44820.63281,144.15384101867676,24.80905823177773,2022,9,19.370416334768393
Ajegunle,86.80496864497744,Ajeromi-Ifelodun,6.4531,3.3398,2022-09,0.1057,52191.71094,128.5199692249298,25.05923184288872,2022,9,22.328206776547585
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2022-09,0.1064,11885.57422,162.7146701812744,27.283807373046898,2022,9,26.361173097282283
Ijora,86.80496864497744,Ajeromi-Ifelodun,6.4603,3.3465,2022-09,0.10275,43028.61719,128.5199692249298,25.05923184288872,2022,9,23.383303584733326
Alayabiagba,86.80496864497744,Ajeromi-Ifelodun,6.4505,3.3278,2022-09,0.2101,68957.99219,128.5199692249298,25.05923184288872,2022,9,23.49057221791512
Tolu,86.80496864497744,Ajeromi-Ifelodun,6.4558,3.3421,2022-09,0.0849,37231.81641,128.5199692249298,25.05923184288872,2022,9,25.34981231026883
Ipaja,88.70164755498101,Alimosho,6.6167,3.2583,2022-09,0.09365,12306.83789,138.58995461463928,24.80905823177773,2022,9,26.047980583624565
Egbeda,88.70164755498101,Alimosho,6.6056,3.2654,2022-09,0.11715,18111.0625,138.58995461463928,24.80905823177773,2022,9,24.32598126378625
Idimu,88.70164755498101,Alimosho,6.6278,3.2701,2022-09,0.0512,15481.80957,138.58995461463928,24.80905823177773,2022,9,25.728230314481543
Akowonjo,88.70164755498101,Alimosho,6.6112,3.2527,2022-09,0.09075,16352.66016,138.58995461463928,24.80905823177773,2022,9,25.75734270429195
Abule Egba,88.39515114,Alimosho,6.6223,3.2478,2022-09,0.1137,7288.07666,149.33162665367126,24.721270688374887,2022,9,26.130977711574737
Festac Town,86.80496864497744,Amuwo-Odofin,6.4667,3.2833,2022-09,0.0835,6223.310059,147.98371529579163,25.05923184288872,2022,9,28.47163853060129
Satellite Town,86.80496864497744,Amuwo-Odofin,6.4503,3.2665,2022-09,0.11455,6147.958008,147.98371529579163,25.05923184288872,2022,9,26.104394458868978
Kirikiri,86.80496864497744,Amuwo-Odofin,6.4601,3.3002,2022-09,0.16675,9774.135742,147.98371529579163,25.05923184288872,2022,9,28.83778991044632
Ijegun,86.80496864497744,Amuwo-Odofin,6.4725,3.2754,2022-09,0.0494,6560.378906,147.98371529579163,25.05923184288872,2022,9,25.686404179498215
Agboju,86.80496864497744,Amuwo-Odofin,6.4556,3.2908,2022-09,0.11255,5521.639648,147.98371529579163,25.05923184288872,2022,9,23.980513869599044
Apapa Wharf,86.53516558246153,Apapa,6.4389,3.3667,2022-09,0.0577,6621.325195,175.61916494369507,25.23677633073595,2022,9,23.943905074897074
Ijora Oloye,86.53516558246153,Apapa,6.4456,3.3554,2022-09,0.12085,10538.95508,175.61916494369507,25.23677633073595,2022,9,24.22933576787303
Olodi,86.53516558246153,Apapa,6.4321,3.3602,2022-09,0.0518,2067.273926,175.61916494369507,25.23677633073595,2022,9,24.224140268446327
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2022-09,0.186025,1358.343505859375,162.7146701812744,27.283807373046898,2022,9,28.51304922121524
Sari Iganmu,86.53516558246153,Apapa,6.4403,3.3705,2022-09,0.0815,6621.325195,175.61916494369507,25.23677633073595,2022,9,23.816198273603934
Badagry Town,85.83993347035323,Badagry,6.4167,2.8833,2022-09,0.2005,1841.502441,158.80300736427307,25.153513526916527,2022,9,29.572394983973304
Topo,85.83993347035323,Badagry,6.4002,2.8701,2022-09,0.23915,581.0872192382812,126.1106457710266,25.153513526916527,2022,9,28.126924617887198
Ajido,85.83993347035323,Badagry,6.4256,2.8954,2022-09,0.32765,1825.1571044921875,158.80300736427307,25.153513526916527,2022,9,28.00834301
Iworo,85.83993347035323,Badagry,6.4103,2.8608,2022-09,0.5315500000000001,781.3859863,158.80300736427307,25.153513526916527,2022,9,27.425493154995625
Seme,85.83993347035323,Badagry,6.4301,2.9056,2022-09,0.3007,1364.1773681640625,170.82661890983582,25.153513526916527,2022,9,28.266711089972244
Epe Town,88.70999948,Epe,6.5833,3.9833,2022-09,0.0916,2684.831543,184.4715461730957,24.98728631,2022,9,26.480010026163914
Ejinrin,88.70999948,Epe,6.5701,3.9702,2022-09,0.48105,183.76519775390625,184.4715461730957,24.98728631,2022,9,27.865588463488823
Ise,88.70999948,Epe,6.5954,3.9956,2022-09,0.1632,1798.640137,184.4715461730957,24.98728631,2022,9,28.721290710652738
Odomola,88.70999948,Epe,6.5608,3.9603,2022-09,0.4447,326.5197754,184.4715461730957,24.98728631,2022,9,28.40578982855357
Agbowa,88.70999948,Epe,6.5756,3.9754,2022-09,0.1167,1856.0240478515625,184.4715461730957,24.98728631,2022,9,24.309040838023066
Victoria Island,86.53516558246153,Eti-Osa,6.4286,3.4186,2022-09,0.11895,6075.92627,181.6412341594696,25.23677633073595,2022,9,24.340271066883354
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2022-09,0.186025,2812.932617,165.3140516281128,27.283807373046898,2022,9,28.333662626945316
Ikoyi,86.53516558246153,Eti-Osa,6.4444,3.4333,2022-09,0.0658,6226.674316,181.6412341594696,25.23677633073595,2022,9,26.013801438636985
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2022-09,0.186025,2198.556641,126.1106457710266,27.283807373046898,2022,9,29.09961600821372
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2022-09,0.186025,1732.330566,126.1106457710266,27.283807373046898,2022,9,29.088043837951066
Ibeju,87.38914806145469,Ibeju-Lekki,6.4667,3.6667,2022-09,0.19705,721.3165893554686,155.80353951454163,25.13501309288881,2022,9,29.178767252442064
Lekki Free Zone,87.38914806145469,Ibeju-Lekki,6.4502,3.6832,2022-09,0.40365,730.3173828,155.80353951454163,25.13501309288881,2022,9,27.332374742224843
Akodo,87.58701139001455,Ibeju-Lekki,6.4756,3.6501,2022-09,0.2513,1351.589844,162.7960536,25.119304000006764,2022,9,28.26042685448243
Orimedu,87.38914806145469,Ibeju-Lekki,6.4603,3.6705,2022-09,0.22,873.1000366210938,155.80353951454163,25.13501309288881,2022,9,27.71649256770902
Eleko,87.58701139001455,Ibeju-Lekki,6.4801,3.6408,2022-09,0.25455,1107.6112060546875,162.7960536,25.119304000006764,2022,9,28.130693544989803
Ogba,88.70164755498101,Ifako-Ijaye,6.6333,3.3333,2022-09,0.06395,12061.75391,144.15384101867676,24.80905823177773,2022,9,24.592481062504756
Iju Ishaga,88.70164755498101,Ifako-Ijaye,6.6502,3.3201,2022-09,0.04965,28389.60547,144.15384101867676,24.80905823177773,2022,9,23.905592581181224
Ojodu,88.70164755498101,Ifako-Ijaye,6.6403,3.3405,2022-09,0.07495,11477.36816,144.15384101867676,24.80905823177773,2022,9,25.040960557930035
Alagbado,88.84828773303938,Ifako-Ijaye,6.6601,3.3108,2022-09,0.12315,29026.18164,137.63899612426758,24.64751851823604,2022,9,27.825820311191695
Ijaiye,88.70164755498101,Ifako-Ijaye,6.6205,3.3254,2022-09,0.0603,18660.7168,144.15384101867676,24.80905823177773,2022,9,26.151647072233636
Maryland,88.72901520545076,Ikeja,6.575,3.365,2022-09,0.0843,25513,176.90995407104492,24.914223162333258,2022,9,26.00619937699589
Oregun,88.72901520545076,Ikeja,6.5667,3.3702,2022-09,0.06755,29538.03516,176.90995407104492,24.914223162333258,2022,9,26.871645730301438
Alausa,88.70164755498101,Ikeja,6.5833,3.3501,2022-09,0.31365,29430.25586,141.3235785961151,24.80905823177773,2022,9,28.916735902120152
Ojota,88.72901520545076,Ikeja,6.5603,3.3805,2022-09,0.03355,25997.7793,176.90995407104492,24.914223162333258,2022,9,25.838941472471053
Onigbongbo,88.72901520545076,Ikeja,6.5901,3.3608,2022-09,0.12705,25328.87695,176.90995407104492,24.914223162333258,2022,9,24.42314999697037
Odogunyan,89.34383468537114,Ikorodu,6.6833,3.5167,2022-09,0.21215,3052.742188,133.1801130771637,24.713341543409623,2022,9,27.73840656319163
Igbogbo,89.34383468537114,Ikorodu,6.6702,3.5301,2022-09,0.10645,3572.070801,133.1801130771637,24.713341543409623,2022,9,25.601597782522816
Imota,89.63983971810234,Ikorodu,6.6603,3.5505,2022-09,0.39195,1285.665527,141.07931280136108,24.67801982031932,2022,9,28.90766033543407
Ijede,89.34383468537114,Ikorodu,6.6901,3.5408,2022-09,0.30565,1270.9117431640625,133.1801130771637,24.713341543409623,2022,9,27.98358737102872
Agura,89.34383468537114,Ikorodu,6.6756,3.5203,2022-09,0.19185,3621.723633,133.1801130771637,24.713341543409623,2022,9,27.9916732
Ketu,88.72901520545076,Kosofe,6.5833,3.3833,2022-09,0.1107,25533.94531,176.90995407104492,24.914223162333258,2022,9,25.394019833450564
Mile 12,88.72901520545076,Kosofe,6.5702,3.3901,2022-09,0.11015,16760.66211,176.90995407104492,24.914223162333258,2022,9,25.474916660692152
Ojodu Berger,88.72901520545076,Kosofe,6.5903,3.3705,2022-09,0.2372,22570.35742,176.90995407104492,24.914223162333258,2022,9,26.949018306800813
Magodo,88.72901520545076,Kosofe,6.6001,3.3608,2022-09,0.06445,28963.81055,154.89063501358032,24.914223162333258,2022,9,23.673879703454887
Alapere,88.72901520545076,Kosofe,6.5656,3.3954,2022-09,0.11665,17359.45313,176.90995407104492,24.914223162333258,2022,9,24.323173062271454
Idumota,87.56326662303267,Lagos Island,6.4556,3.4,2022-09,0.0382,15736.19824,162.02740740776062,25.11445102691647,2022,9,22.60396558758516
Ebute Elefun,87.56326662303267,Lagos Island,6.4503,3.4102,2022-09,0.0602,15303.74219,177.91630601882937,25.11445102691647,2022,9,23.28794845600381
Isale Eko,87.56326662303267,Lagos Island,6.4601,3.3954,2022-09,0.05205,10023.75195,162.02740740776062,25.11445102691647,2022,9,23.679863812049625
Obalende,86.53516558246153,Lagos Island,6.4456,3.4205,2022-09,0.10955,6374.598633,181.6412341594696,25.23677633073595,2022,9,23.345806361995887
Dolphin Estate,87.56326662303267,Lagos Island,6.4654,3.4056,2022-09,0.0194,3760.239013671875,177.91630601882937,25.11445102691647,2022,9,25.36113276588443
Yaba,87.56326662303267,Lagos Mainland,6.5167,3.3833,2022-09,0.0439,17687.57617,185.08249425888064,25.11445102691647,2022,9,24.217014624325824
Ebute Metta,87.56326662303267,Lagos Mainland,6.5002,3.3901,2022-09,0.0226,16753.43164,185.08249425888064,25.11445102691647,2022,9,24.19074421933433
Iwaya,87.56326662303267,Lagos Mainland,6.5103,3.3705,2022-09,0.0318,25421.75391,185.08249425888064,25.11445102691647,2022,9,25.032258966597833
Makoko,87.56326662303267,Lagos Mainland,6.4901,3.4008,2022-09,0.186025,7810.135742,177.91630601882937,25.11445102691647,2022,9,26.488462802523433
Otto,87.56326662303267,Lagos Mainland,6.5205,3.3603,2022-09,0.03995,27635.09375,185.08249425888064,25.11445102691647,2022,9,26.04387673
Idi Araba,86.80496864497744,Mushin,6.5333,3.3333,2022-09,0.0426,63879.60156,162.45472979545593,25.05923184288872,2022,9,21.777014110972598
Itire,86.80496864497744,Mushin,6.5202,3.3401,2022-09,0.04545,26604.125,162.45472979545593,25.05923184288872,2022,9,26.320742461378355
Ilupeju,86.80496864497744,Mushin,6.5403,3.3505,2022-09,0.0647,55856.90234,162.45472979545593,25.05923184288872,2022,9,20.78092116
Papa Ajao,86.80496864497744,Mushin,6.5301,3.3208,2022-09,0.11425,32508.74414,162.45472979545593,25.05923184288872,2022,9,24.237485946028517
Ladipo,86.80496864497744,Mushin,6.5105,3.3303,2022-09,0.0439,29023.78516,162.45472979545593,25.05923184288872,2022,9,26.462040745591928
Iba,87.06526236033118,Ojo,6.4667,3.2167,2022-09,0.20735,4076.252441,154.33394050598145,24.941485532124773,2022,9,28.11802745029523
Okokomaiko,87.06526236033118,Ojo,6.4502,3.2001,2022-09,0.12355,6108.10791,154.33394050598145,24.941485532124773,2022,9,23.358573089181384
Ajangbadi,87.06526236033118,Ojo,6.4756,3.2305,2022-09,0.32215,2386.742431640625,154.33394050598145,24.941485532124773,2022,9,26.659265254254148
Ilogbo,87.06526236033118,Ojo,6.4603,3.2108,2022-09,0.12775,8872.575195,154.33394050598145,24.941485532124773,2022,9,25.319438894110217
Shibiri,87.06526236033118,Ojo,6.4801,3.2254,2022-09,0.2648,2386.742431640625,154.33394050598145,24.941485532124773,2022,9,26.16582620010433
Isolo,86.80496864497744,Oshodi-Isolo,6.5333,3.3167,2022-09,0.0765,22774.2832,162.45472979545593,25.05923184288872,2022,9,27.076291947816937
Ejigbo,88.70164755498101,Oshodi-Isolo,6.5502,3.3101,2022-09,0.0603,13347.73047,141.3235785961151,24.80905823177773,2022,9,24.171676333500937
Okota,86.80496864497744,Oshodi-Isolo,6.5203,3.3205,2022-09,0.08175,24174.91211,162.45472979545593,25.05923184288872,2022,9,26.072010920169355
Mafoluku,86.80496864497744,Oshodi-Isolo,6.5401,3.3308,2022-09,0.05365,40985.85938,162.45472979545593,25.05923184288872,2022,9,25.482829471316325
Ajao Estate,86.80496864497744,Oshodi-Isolo,6.5305,3.3003,2022-09,0.05025,20912.54492,144.57529258728027,25.05923184288872,2022,9,25.594715507961205
Bariga,87.56326662303267,Shomolu,6.5333,3.3833,2022-09,0.03025,30146.36328,185.08249425888064,25.11445102691647,2022,9,24.869097815026652
Gbagada,87.56326662303267,Shomolu,6.5202,3.3901,2022-09,0.068,17687.57617,185.08249425888064,25.11445102691647,2022,9,24.13592383214712
Abule Ijesha,87.56326662303267,Shomolu,6.5403,3.3705,2022-09,0.03155,37081.16797,185.08249425888064,25.11445102691647,2022,9,25.170271835602435
Pedro,87.56326662303267,Shomolu,6.5101,3.3808,2022-09,0.03385,23206.38086,185.08249425888064,25.11445102691647,2022,9,23.76222483743532
Onipanu,87.56326662303267,Shomolu,6.5305,3.3603,2022-09,0.0267,27363.66016,185.08249425888064,25.11445102691647,2022,9,26.15403616256097
Aguda,86.80496864497744,Surulere,6.5,3.35,2022-09,0.0341,24683.78125,162.45472979545593,25.05923184288872,2022,9,24.057129911124107
Ijesha,86.80496864497744,Surulere,6.5102,3.3401,2022-09,0.0386,26774.75977,162.45472979545593,25.05923184288872,2022,9,24.996653842749964
Coker,87.56326662303267,Surulere,6.4903,3.3605,2022-09,0.0381,23246.90234,162.02740740776062,25.11445102691647,2022,9,23.58364335494224
Itire-Ikate,86.80496864497744,Surulere,6.5201,3.3308,2022-09,0.04125,21109.36523,162.45472979545593,25.05923184288872,2022,9,21.50854107105487
Obele,87.56326662303267,Surulere,6.5005,3.3703,2022-09,0.0302,19471.44141,185.08249425888064,25.11445102691647,2022,9,23.908707229955695
Orile Agege,87.73423548562401,Agege,6.6225,3.3105,2022-10,0.0471,27114.00586,179.50935316085815,25.962689992433013,2022,10,28.53430710959022
Dopemu,87.73423548562401,Agege,6.6167,3.3142,2022-10,0.0429,27114.00586,179.50935316085815,25.962689992433013,2022,10,26.906295975875327
Onipetesi,87.73423548562401,Agege,6.6278,3.3068,2022-10,0.0495,44994.89063,179.50935316085815,25.962689992433013,2022,10,22.332262401099413
Isale Odo,87.73423548562401,Agege,6.6189,3.3201,2022-10,0.0387,31679.82422,179.50935316085815,25.962689992433013,2022,10,25.986895141162062
Mangoro,87.73423548562401,Agege,6.6302,3.3165,2022-10,0.0451,44820.63281,179.50935316085815,25.962689992433013,2022,10,22.373988673645854
Ajegunle,85.76442318662086,Ajeromi-Ifelodun,6.4531,3.3398,2022-10,0.1188,52191.71094,146.3104053,26.21231721857549,2022,10,22.61955837867322
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2022-10,0.0825,11885.57422,189.28436374664307,27.283807373046898,2022,10,23.31317540940497
Ijora,85.76442318662086,Ajeromi-Ifelodun,6.4603,3.3465,2022-10,0.0705,43028.61719,146.3104053,26.21231721857549,2022,10,23.18676095816688
Alayabiagba,85.76442318662086,Ajeromi-Ifelodun,6.4505,3.3278,2022-10,0.1494,68957.99219,146.3104053,26.21231721857549,2022,10,23.62027616997334
Tolu,85.76442318662086,Ajeromi-Ifelodun,6.4558,3.3421,2022-10,0.0919,37231.81641,146.3104053,26.21231721857549,2022,10,26.451212721367295
Ipaja,87.73423548562401,Alimosho,6.6167,3.2583,2022-10,0.1215,12306.83789,225.29773473739624,25.962689992433013,2022,10,25.504034225702025
Egbeda,87.73423548562401,Alimosho,6.6056,3.2654,2022-10,0.2344,18111.0625,225.29773473739624,25.962689992433013,2022,10,28.616735273893042
Idimu,87.73423548562401,Alimosho,6.6278,3.2701,2022-10,0.057,15481.80957,225.29773473739624,25.962689992433013,2022,10,25.74943428099719
Akowonjo,87.73423548562401,Alimosho,6.6112,3.2527,2022-10,0.1631,16352.66016,225.29773473739624,25.962689992433013,2022,10,29.339039984217607
Abule Egba,87.10553159980819,Alimosho,6.6223,3.2478,2022-10,0.1163,7288.07666,217.8280563354492,25.906456268474585,2022,10,24.725498451457124
Festac Town,85.76442318662086,Amuwo-Odofin,6.4667,3.2833,2022-10,0.0954,6223.310059,158.57092666625977,26.21231721857549,2022,10,24.93483669033262
Satellite Town,85.76442318662086,Amuwo-Odofin,6.4503,3.2665,2022-10,0.1828,6147.958008,158.57092666625977,26.21231721857549,2022,10,29.214949309689587
Kirikiri,85.76442318662086,Amuwo-Odofin,6.4601,3.3002,2022-10,0.0632,9774.135742,158.57092666625977,26.21231721857549,2022,10,27.01095474956186
Ijegun,85.76442318662086,Amuwo-Odofin,6.4725,3.2754,2022-10,0.1749,6560.378906,158.57092666625977,26.21231721857549,2022,10,27.939559428612352
Agboju,85.76442318662086,Amuwo-Odofin,6.4556,3.2908,2022-10,0.1197,5521.639648,158.57092666625977,26.21231721857549,2022,10,24.06102986615768
Apapa Wharf,85.61003525712513,Apapa,6.4389,3.3667,2022-10,0.0934,6621.325195,225.41013717651367,26.381976576774434,2022,10,24.803379047222652
Ijora Oloye,85.61003525712513,Apapa,6.4456,3.3554,2022-10,0.2789,10538.95508,225.41013717651367,26.381976576774434,2022,10,28.006911385883022
Olodi,85.61003525712513,Apapa,6.4321,3.3602,2022-10,0.023,2067.273926,225.41013717651367,26.381976576774434,2022,10,24.921570330751326
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2022-10,0.0745,1358.343505859375,189.28436374664307,27.283807373046898,2022,10,24.80267382509396
Sari Iganmu,85.61003525712513,Apapa,6.4403,3.3705,2022-10,0.186025,6621.325195,225.41013717651367,26.381976576774434,2022,10,28.149475894564247
Badagry Town,84.54174931,Badagry,6.4167,2.8833,2022-10,0.2371,1841.502441,187.77882289886475,26.32120918766145,2022,10,29.525623406865698
Topo,84.54174931,Badagry,6.4002,2.8701,2022-10,0.6643,581.0872192382812,126.1106457710266,26.32120918766145,2022,10,26.364467485855567
Ajido,84.54174931,Badagry,6.4256,2.8954,2022-10,0.4897,1825.1571044921875,187.77882289886475,26.32120918766145,2022,10,27.03316936696622
Iworo,84.54174931,Badagry,6.4103,2.8608,2022-10,0.6457,781.3859863,187.77882289886475,26.32120918766145,2022,10,27.722789032822394
Seme,84.54174931,Badagry,6.4301,2.9056,2022-10,0.4684,1364.1773681640625,175.97671508789062,26.32120918766145,2022,10,26.202047257819935
Epe Town,88.03203847437561,Epe,6.5833,3.9833,2022-10,0.186025,2684.831543,242.78134679794312,26.02298222613598,2022,10,29.042919916679473
Ejinrin,88.03203847437561,Epe,6.5701,3.9702,2022-10,0.1361,183.76519775390625,242.78134679794312,26.02298222613598,2022,10,27.31638193
Ise,88.03203847437561,Epe,6.5954,3.9956,2022-10,0.1813,1798.640137,242.78134679794312,26.02298222613598,2022,10,29.24600415510761
Odomola,88.03203847437561,Epe,6.5608,3.9603,2022-10,0.2033,326.5197754,242.78134679794312,26.02298222613598,2022,10,29.598158293997184
Agbowa,88.03203847437561,Epe,6.5756,3.9754,2022-10,0.0799,1856.0240478515625,242.78134679794312,26.02298222613598,2022,10,24.394747
Victoria Island,85.61003525712513,Eti-Osa,6.4286,3.4186,2022-10,0.17,6075.92627,223.0110659599304,26.381976576774434,2022,10,28.263477579932967
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2022-10,0.186025,2812.932617,184.79661655426025,27.283807373046898,2022,10,28.44797995362776
Ikoyi,85.61003525712513,Eti-Osa,6.4444,3.4333,2022-10,0.1008,6226.674316,223.0110659599304,26.381976576774434,2022,10,24.82169716116802
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2022-10,0.186025,2198.556641,126.1106457710266,27.283807373046898,2022,10,30.118698474215563
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2022-10,0.186025,1732.330566,126.1106457710266,27.283807373046898,2022,10,29.452144987308642
